,Record #,Vessel Terms,Feature Type,Lat,Lng,GP Quality
5799,7022,CAPT. PHILL,"Wreck - Submerged, dangerous to surface navigation",29.671892,-93.426822,Poor
5800,7025,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.691892,-93.584322,Med
5801,7026,MARY M,"Wreck - Submerged, dangerous to surface navigation",29.700221999999997,-93.608492,Poor
5802,7027,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.705221999999996,-93.61349200000001,Low
5803,7028,WHIPPOOR WILL,"Wreck - Submerged, dangerous to surface navigation",29.710221999999998,-93.681825,Med
5804,7029,SEA NYMPH,"Wreck - Submerged, dangerous to surface navigation",29.600222,-93.8835,Poor
5805,7031,BEULAH,"Wreck - Submerged, dangerous to surface navigation",29.641158,-93.812867,High
5806,7032,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.640461,-93.828347,High
5807,7034,ESTHER,"Wreck - Submerged, dangerous to surface navigation",29.648556,-93.81960600000001,Med
5808,7035,ANTHONY T,"Wreck - Submerged, dangerous to surface navigation",29.666889,-93.77682800000001,Low
5809,7036,CORE LEE,"Wreck - Submerged, dangerous to surface navigation",29.675221999999998,-93.775161,Low
5810,7053,BARGE RO-6,"Wreck - Submerged, nondangerous",28.966894,-88.916703,Low
5811,5363,BILDOT,"Wreck - Submerged, dangerous to surface navigation",28.545881,-96.491606,High
5812,5377,UNKNOWN,Wreck - Visible,28.523608000000003,-96.438583,Low
5813,13556,FELIX,Wreck - Visible,30.245972,-93.24708299999999,Low
5814,13557,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.246389,-93.245417,Low
5815,13558,UNKNOWN,Wreck - Visible,30.24725,-93.24555600000001,Low
5816,13559,ADLER,Wreck - Visible,30.248611,-93.246444,Low
5817,13560,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.250358000000002,-93.244928,Low
5818,12428,F/V COBIA,"Wreck - Submerged, nondangerous",28.183333,-94.348333,Low
5819,12429,F/V GULF KING,"Wreck - Submerged, nondangerous",28.20025,-94.250167,Low
5820,13609,UNKNOWN,"Wreck - Submerged, nondangerous",30.079481,-93.726378,High
5821,13610,UNKNOWN,"Wreck - Submerged, nondangerous",30.07875,-93.725858,High
5822,13613,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.420586,-93.94515,High
5823,13615,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.076916999999998,-94.079656,High
5824,13639,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.83895,-93.331092,High
5825,13652,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364617,-94.89139399999999,High
5826,13655,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.363478000000004,-94.656908,High
5827,14146,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.653903000000003,-91.244078,High
5828,14147,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.702941999999997,-91.220694,High
5829,14148,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.706792,-91.222353,High
5830,14149,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.704883000000002,-91.221972,High
5831,14150,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.723906,-91.21933100000001,High
5832,14151,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.707156,-91.221953,High
5833,14152,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.654439,-91.243836,High
5834,12473,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.875611,-95.272614,High
5835,13682,F/V SEA KERNEL,"Wreck - Submerged, dangerous to surface navigation",29.616160999999998,-91.252911,Low
5836,13684,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.669694,-91.231278,Low
5837,13685,UNKNOWN,Wreck - Visible,29.669944,-91.230861,Low
5838,13686,UNKNOWN,,29.671235999999997,-91.228269,Low
5839,13687,UNKNOWN,Wreck - Visible,29.684167,-91.219167,Low
5840,13688,UNKNOWN,Wreck - Visible,29.684778,-91.217722,Low
5841,13690,UNKNOWN,Wreck - Visible,29.708056,-91.218778,Low
5842,13692,UNKNOWN,Wreck - Visible,29.684708,-91.172528,Low
5843,13693,UNKNOWN,Not Charted,26.065356,-97.14858100000001,Low
5844,13711,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.684689000000002,-91.178167,Poor
5845,13216,MISS JESSLYN,"Wreck - Submerged, dangerous to surface navigation",28.983566999999997,-90.250078,Poor
5846,13219,MURMANILL,"Wreck - Submerged, dangerous to surface navigation",29.018440000000002,-90.281099,High
5847,13346,UNKNOWN,"Wreck - Submerged, nondangerous",27.835,-97.04333299999999,Med
5848,13347,BERTRAM,"Wreck - Submerged, nondangerous",27.836111,-97.0425,Med
5849,13348,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",27.819722,-97.183611,Low
5850,12781,M/V BECK II,"Wreck - Submerged, dangerous to surface navigation",28.783564000000002,-91.73345,Poor
5851,12782,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.800221999999998,-91.683444,Low
5852,12783,PHILIDELPHIA,"Wreck - Submerged, dangerous to surface navigation",28.775233,-91.613444,Med
5853,12784,KATHY MARLENE,"Wreck - Submerged, dangerous to surface navigation",28.788333,-91.586667,Med
5854,13419,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.525,-94.893333,Low
5855,13420,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.450278000000004,-94.835278,Low
5856,13425,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.345,-94.678333,Low
5857,13427,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.333361,-94.7,Low
5858,13428,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.338333000000002,-94.726667,Low
5859,13429,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.358139,-94.74461099999999,Low
5860,13928,UNKNOWN,Wreck - Visible,29.595,-92.02833299999999,Low
5861,13933,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.155225,-90.965094,Low
5862,12786,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.600239000000002,-91.158428,Low
5863,12791,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.8,-91.233333,Low
5864,12793,CAPTIAN JORY,"Wreck - Submerged, dangerous to surface navigation",28.7669,-91.29176700000001,Low
5865,12803,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.883556,-91.25008299999999,Poor
5866,13435,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.34855,-94.64355,Low
5867,13437,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.313333,-94.828333,Low
5868,13441,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.200833000000003,-90.032833,Low
5869,13442,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.250833,-89.61,Low
5870,13443,CAPTAIN SNOWBALL,"Wreck - Submerged, dangerous to surface navigation",29.166666999999997,-90.05,Poor
5871,13444,DAVID MCCALL,Wreck - Visible,29.165,-90.07,Low
5872,13446,WILMA G,"Wreck - Submerged, dangerous to surface navigation",29.241667,-89.9,Low
5873,13448,DAHN FIHO,"Wreck - Submerged, dangerous to surface navigation",29.275,-89.7,Low
5874,13449,DENA ALLYSON,"Wreck - Submerged, dangerous to surface navigation",29.25856,-89.936738,Poor
5875,13452,SOL,"Wreck - Submerged, dangerous to surface navigation",29.103333000000003,-90.151111,Low
5876,13455,FRANCES,"Wreck - Submerged, dangerous to surface navigation",29.145,-90.00666700000001,Low
5877,13456,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.940833,-90.11361099999999,Low
5878,13458,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.161111,-90.001667,Low
5879,13461,CAPTAIN SNOWBALL,"Wreck - Submerged, dangerous to surface navigation",29.19,-90.031667,Low
5880,13463,JOAN OF ARC,"Wreck - Submerged, dangerous to surface navigation",29.133333,-90.116667,Low
5881,13464,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.250833,-89.608333,Low
5882,13941,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.051667,-90.583167,Low
5883,13944,UNKNOWN,Wreck - Visible,29.096667,-90.583333,Low
5884,13947,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.611666999999997,-92.026667,Low
5885,13948,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.553333000000002,-92.12916700000001,Low
5886,12372,UNKNOWN,"Wreck - Submerged, nondangerous",27.808861,-93.89183299999999,Low
5887,12373,UNKNOWN,"Wreck - Submerged, nondangerous",28.006666999999997,-93.73,Low
5888,12374,P/C SON SHINE,"Wreck - Submerged, nondangerous",28.29,-94.24,Low
5889,13545,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.798333000000003,-93.345556,Low
5890,13546,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.815556,-93.347222,Low
5891,13552,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.098533000000003,-93.325517,Low
5892,13553,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.1,-93.325733,Low
5893,13554,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",30.136111,-93.322222,Low
5894,13555,UNKNOWN,Wreck - Visible,30.240833000000002,-93.24583299999999,Low
5895,14015,LADY NELLIE,"Wreck - Submerged, dangerous to surface navigation",29.278833000000002,-89.666,Low
5896,14019,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.175225,-89.533389,Low
5897,14020,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.197221999999996,-89.51,Low
5898,14021,DOLLY DIMPLES,"Wreck - Submerged, dangerous to surface navigation",29.180225,-89.496719,Low
5899,14022,UNKNOWN,Wreck - Visible,29.141666999999998,-89.475,Low
5900,14023,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.121616999999997,-89.485333,Low
5901,14026,LADY BIRD,"Wreck - Submerged, dangerous to surface navigation",29.110228000000003,-89.43005,Low
5902,14027,LADY OF THE SEA,"Wreck - Submerged, dangerous to surface navigation",29.103564000000002,-89.471722,Low
5903,14028,BIG FOOT II,Wreck - Visible,29.058564,-89.438389,Low
5904,14029,BOUNCER,Wreck - Visible,29.025233,-89.39171400000001,Low
5905,14030,UNKNOWN,Wreck - Visible,29.017221999999997,-89.40527800000001,Low
5906,14031,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.017571999999998,-89.401664,Low
5907,14032,WHITE BEAR,"Wreck - Submerged, dangerous to surface navigation",28.971667,-89.43333299999999,Low
5908,12378,F/V PRANS,"Wreck - Submerged, nondangerous",28.303333000000002,-94.125,Low
5909,9158,UNKNOWN,Wreck - Visible,29.555264,-95.05251899999999,High
5910,9159,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.555264,-95.05251899999999,High
5911,9170,UNKNOWN,Wreck - Visible,29.548696999999997,-95.018967,High
5912,9173,UNKNOWN,Wreck - Visible,29.552064,-95.021061,High
5913,9177,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.549153000000004,-95.00242800000001,High
5914,9920,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.718446999999998,-93.366147,High
5915,9181,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.5515,-95.017861,High
5916,9191,UNKNOWN,Wreck - Visible,29.5421,-95.034136,High
5917,9205,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.546336,-95.006714,High
5918,9578,TX 7801-WS,Wreck - Visible,29.44775,-94.9185,High
5919,9581,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.454860999999998,-94.914806,High
5920,9585,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.454519,-94.922722,High
5921,9587,UNKNOWN,Wreck - Visible,29.471183,-94.926817,High
5922,9221,PROWLER,"Wreck - Submerged, dangerous to surface navigation",29.583108000000003,-94.99619200000001,High
5923,9224,ELDORA GRAY,"Wreck - Submerged, dangerous to surface navigation",29.548283,-95.01715,Low
5924,9229,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.503333,-94.883333,Low
5925,9599,BIG ORANGE VIII,,29.464675,-94.962147,High
5926,9600,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.4631,-94.964136,High
5927,9601,UNKNOWN,Wreck - Visible,29.462003000000003,-94.968333,High
5928,9602,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.461014000000002,-94.972128,High
5929,9603,UNKNOWN,Wreck - Visible,29.461178000000004,-94.972972,High
5930,9604,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.460967,-94.974497,High
5931,9615,UNKNOWN,Wreck - Visible,29.660946999999997,-94.998544,High
5932,9231,RED TURTLE,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.883533,Low
5933,9232,NELLIE META,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.891867,Low
5934,9235,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.516894,-94.89353299999999,Low
5935,9238,SMAUG,"Wreck - Submerged, dangerous to surface navigation",29.525228000000002,-94.903533,Low
5936,9240,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.52245,-94.894644,Low
5937,9242,LAZY L,"Wreck - Submerged, dangerous to surface navigation",29.521894,-94.8902,Low
5938,9245,HUSTLER,"Wreck - Submerged, dangerous to surface navigation",29.503560999999998,-94.868533,Low
5939,9246,CAPTAIN BUCK,"Wreck - Submerged, dangerous to surface navigation",29.508561,-94.866867,Low
5940,9247,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.512221999999998,-94.865833,Low
5941,9248,BIG JOE,"Wreck - Submerged, dangerous to surface navigation",29.512728000000003,-94.871033,Low
5942,9253,TX-4158-XX,"Wreck - Submerged, dangerous to surface navigation",29.450231,-94.816864,Poor
5943,9256,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.450231,-94.891867,Poor
5944,9618,WONDA LOU II,"Wreck - Submerged, dangerous to surface navigation",29.675225,-94.98186899999999,Low
5945,9624,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.646058,-94.939092,Low
5946,9631,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.6818,-94.984161,Low
5947,9633,UNKNOWN,Wreck - Visible,29.680466999999997,-94.926925,High
5948,9634,UNKNOWN,Wreck - Visible,29.681110999999998,-94.92486099999999,High
5949,10003,UNKNOWN,Wreck - Visible,29.395794,-94.87585,High
5950,9264,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.487169,-94.893231,High
5951,9265,BIG JOE,"Wreck - Submerged, dangerous to surface navigation",29.491894,-94.8952,Low
5952,9266,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.494117,-94.89797800000001,Low
5953,9267,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.494833,-94.893528,High
5954,9268,UNKNOWN,Wreck - Visible,29.496567,-94.899836,High
5955,9269,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.496567,-94.899808,High
5956,9270,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.496525,-94.899464,High
5957,9278,ENUA,"Wreck - Submerged, dangerous to surface navigation",29.500228000000003,-94.850197,Low
5958,9299,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.546894,-94.983536,Low
5959,9300,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.546060999999998,-94.97520300000001,Low
5960,9302,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.538006,-94.980203,Low
5961,9306,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.506339,-94.956036,Low
5962,9307,CAROL A,"Wreck - Submerged, dangerous to surface navigation",29.549789,-94.954347,High
5963,9314,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.576389000000002,-94.93333299999999,High
5964,9326,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",26.017194,-96.991125,High
5965,9328,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",25.979992000000003,-97.071486,High
5966,8954,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.988578000000004,-93.750164,Low
5967,8955,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",28.991910999999998,-93.783497,Low
5968,8959,DEWEY,"Wreck - Submerged, dangerous to surface navigation",29.761889,-93.422653,Low
5969,8964,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.750278,-93.608333,Low
5970,8967,SEA LARK,"Wreck - Submerged, dangerous to surface navigation",29.665166999999997,-93.302183,High
5971,8969,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.111997,-94.40235,High
5972,9349,MISS K.A.,"Wreck - Submerged, dangerous to surface navigation",29.513561,-94.8752,Low
5973,9350,SHADOW,Wreck - Visible,29.530228,-94.86353299999999,Low
5974,9358,TX 5095,"Wreck - Submerged, dangerous to surface navigation",29.550228000000004,-94.91686700000001,Low
5975,9360,SEVEN SEAS,Wreck - Visible,29.556339,-94.86103299999999,Low
5976,9363,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.566667,-94.916667,Low
5977,9365,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.578283000000003,-94.91345,Low
5978,9366,MAC,Wreck - Visible,29.497221999999997,-94.91,High
5979,9367,UNKNOWN,Wreck - Visible,29.495006,-94.909317,High
5980,9006,CRACKER JACK,"Wreck - Submerged, dangerous to surface navigation",28.700258,-95.583561,Low
5981,9022,DIXIE QUEEN,"Wreck - Submerged, dangerous to surface navigation",29.345139,-94.67841700000001,High
5982,9034,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.337639000000003,-94.724861,High
5983,9043,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.358333000000002,-94.74333299999999,High
5984,9044,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364139,-94.743944,High
5985,9430,CHRISTI J,"Wreck - Submerged, dangerous to surface navigation",29.365,-94.47,Low
5986,9431,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.236,-94.4205,Low
5987,9441,UNKNOWN,Wreck - Visible,29.286239000000002,-94.851794,High
5988,9052,UNKNOWN,Wreck - Visible,29.344533000000002,-94.785542,High
5989,9065,UNKNOWN,Wreck - Visible,29.324444,-94.781178,High
5990,9066,UNKNOWN,Wreck - Visible,29.316933000000002,-94.77927199999999,High
5991,9081,UNKNOWN,Wreck - Visible,29.318819,-94.82535,High
5992,9082,UNKNOWN,Wreck - Visible,29.318708,-94.825639,High
5993,9092,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364071999999997,-94.780508,High
5994,9093,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.364286,-94.782942,High
5995,9094,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.365889000000003,-94.781153,High
5996,9095,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.368689,-94.781867,High
5997,9101,UNKNOWN,Wreck - Visible,29.384583000000003,-94.77122800000001,High
5998,9102,UNKNOWN,Wreck - Visible,29.385581,-94.767933,High
5999,9106,UNKNOWN,"Wreck - Submerged, dangerous to surface navigation",29.363433,-94.810372,High
6000,9473,OUTBOUND,"Wreck - Submerged, dangerous to surface navigation",29.376944,-94.86019399999999,Low
